rank2_fraction,camera_rgb_wb_rank2_fraction,linear_srgb_unclipped_rank2_fraction,chromaticity_rank2_fraction,rank2_count,total_count,status
1.0,1.0,1.0,1.0,8175.0,8175.0,PASS
