epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.628326466679573,0.5402605295181274,0.8507333908541846
2,0.4176023453474045,0.5722029030323028,0.8610871440897326
3,0.3247379630804062,0.6056998431682586,0.8041415012942191
4,0.2687926657497883,0.57262042760849,0.8386540120793788
5,0.24204561114311218,0.5991279363632203,0.8438308886971527
6,0.22652915865182877,0.5536602139472961,0.8559102674719585
7,0.22426843494176865,0.5958576202392578,0.8291630716134599
8,0.22083398401737214,0.6909158587455749,0.7713546160483175
9,0.21038856729865074,0.6438055515289307,0.808455565142364
10,0.19804700762033461,0.6438555955886841,0.7981018119068163
11,0.19081105813384056,0.6185658931732178,0.817946505608283
12,0.1918994039297104,0.5861740827560424,0.8300258843830889
