epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6028731852769852,0.836602920293808,0.8213977566867989
2,0.40451861917972565,1.3443931698799134,0.7730802415875755
3,0.3331463664770126,1.0120545387268067,0.7937877480586714
4,0.28084458634257314,0.8963987410068512,0.7730802415875755
5,0.23663656339049338,0.6830390453338623,0.8058671268334772
6,0.22207029312849044,0.6742041230201721,0.7739430543572045
7,0.21927277445793153,0.9931963562965394,0.7946505608283002
8,0.2068793445825577,0.6327024459838867,0.8110440034512509
9,0.1993642196059227,0.6634280204772949,0.809318377911993
10,0.21196488216519355,0.6763853132724762,0.812769628990509
11,0.2034294679760933,0.6321301221847534,0.8127696289905091
