epoch,lambda_pair,train_total_loss,train_supervised_loss,train_pair_loss,validation_masked_smooth_l1,learning_rate,val_masked_smooth_l1_M,val_masked_smooth_l1_H,val_mae_M,val_mae_H,val_rmse_M,val_rmse_H,val_mean_predictor_mae_M,val_mean_predictor_mae_H,val_prediction_mean_M,val_prediction_mean_H,val_target_mean_M,val_target_mean_H,val_prediction_variance_M,val_prediction_variance_H,val_target_variance_M,val_target_variance_H,val_variance_ratio_M,val_variance_ratio_H,val_zero_saturation_fraction_M,val_zero_saturation_fraction_H,val_one_saturation_fraction_M,val_one_saturation_fraction_H,val_pearson_M,val_pearson_H,val_spearman_M,val_spearman_H
1,0.05,0.1088559843916446,0.10837971837110817,0.009525321268633707,0.10361194017991013,0.0009960612933065818,0.014635274537199336,0.1925886058226209,0.042064103591312414,0.2391119111649767,0.054791482050435526,0.27810172600504535,0.25288774479401205,0.25033884629319825,0.5276812226786058,0.5307759224201172,0.4971986025939059,0.49812038120817864,0.09098183328529724,0.002649877800238898,0.08505249445763427,0.08396737947917776,1.069713873361074,0.03155841967053426,0.0,0.0,0.0,0.0,0.9909749627113342,0.35823482275009155,0.9955798749816497,0.3114664250324777
2,0.05,0.09610212063863874,0.0948342868193984,0.025356676226342096,0.09168159571382455,0.0009843072889837514,0.005682702226842868,0.17768048920080623,0.02538999077336722,0.22362733886551325,0.03433051359101997,0.2645451684366141,0.25288774479401205,0.25033884629319825,0.4813700175792086,0.4767272332675891,0.4971986025939059,0.49812038120817864,0.08062746664308143,0.012291266246427762,0.08505249445763427,0.08396737947917776,0.947972980183938,0.1463814438734003,0.0,0.0,0.0,0.0,0.9961585402488708,0.4218336343765259,0.9971878225377826,0.3741201155025031
3,0.05,0.09093744645789266,0.08935682544857264,0.03161241973292781,0.08477292789030298,0.000964923354701182,0.0035937144640403648,0.1659521413165656,0.02002024581349129,0.21154556516771042,0.027136272140413854,0.2520779086825293,0.25288774479401205,0.25033884629319825,0.4907564717279331,0.5202875841164148,0.4971986025939059,0.49812038120817864,0.08100318791880418,0.020018365688522943,0.08505249445763427,0.08396737947917776,0.9523905023050546,0.2384064598977642,0.0,0.0,0.0,0.0,0.9970152378082275,0.5026196837425232,0.9970248240530233,0.4428791008196999
4,0.05,0.08757947949953378,0.0857871638737619,0.035846312412200494,0.08406653073289617,0.0009382151866819102,0.010924684833441355,0.157208376632351,0.03525938114376399,0.20253344032469,0.047492475397074914,0.2439816655295221,0.25288774479401205,0.25033884629319825,0.5107768356494148,0.47588511452635435,0.4971986025939059,0.49812038120817864,0.10218238384298234,0.019499501748811654,0.08505249445763427,0.08396737947917776,1.2014037271285523,0.23222710854811351,1.103708903398982e-08,7.3580593559932126e-09,1.8395148389983033e-08,0.0,0.9942845702171326,0.5574518442153931,0.9970203509306973,0.5350138155257668
5,0.05,0.08576939289793373,0.08384065556973219,0.038574747188179756,0.08375344485306177,0.0009046039886902867,0.004741429607131884,0.16276546009899165,0.023858781549519002,0.20844878081037896,0.031965509218699235,0.24724934064224316,0.25288774479401205,0.25033884629319825,0.5086955818409005,0.5173323851324156,0.4971986025939059,0.49812038120817864,0.08843393136350108,0.018376761400812458,0.08505249445763427,0.08396737947917776,1.0397570574200048,0.2188559594785202,1.1920056156709004e-06,0.0,0.0,8.656756832326015e-06,0.996268093585968,0.5349978804588318,0.9971727620499512,0.5264076399720334
6,0.05,0.08455574748553335,0.0825565277069807,0.039984396379627286,0.08012369084468421,0.0008646198293969955,0.00361741226589903,0.15662996942346938,0.021344376678873456,0.20200314023003316,0.02724492680570585,0.24362723944260842,0.25288774479401205,0.25033884629319825,0.49681372571759935,0.5183594075364187,0.4971986025939059,0.49812038120817864,0.07907412728329899,0.02141829097205583,0.08505249445763427,0.08396737947917776,0.9297096785642991,0.25507871157712075,0.0,0.0,0.0,0.0,0.9969097971916199,0.5523070693016052,0.9972544681724383,0.5302069238131113
7,0.05,0.0834330621715635,0.08139809678271413,0.04069930679274257,0.07995603361492788,0.0008188932828794708,0.0028539325839573113,0.15705813464589846,0.01865255377445106,0.20221025393628583,0.024105379727745447,0.2475094022026187,0.25288774479401205,0.25033884629319825,0.4950282191276869,0.46114789324504396,0.4971986025939059,0.49812038120817864,0.0838381691421948,0.02282737079943925,0.08505249445763427,0.08396737947917776,0.9857226372585187,0.2718599882600836,0.0,1.655563355098473e-07,0.0,0.0,0.9972642064094543,0.5375663042068481,0.9974013818488335,0.5217648757303179
8,0.05,0.07803559996262192,0.07592971200495958,0.0421177590789739,0.06419528209438258,0.000768145484092009,0.0056875083229064455,0.12270305586585871,0.024772145663339167,0.16592668198568636,0.03523399135765643,0.21429982308175358,0.25288774479401205,0.25033884629319825,0.4827149399724344,0.5185081296668491,0.4971986025939059,0.49812038120817864,0.07888575597153685,0.03710512936776017,0.08505249445763427,0.08396737947917776,0.9274949132835939,0.4418993375512154,2.5569256262076417e-06,0.0,0.0,5.628915407334808e-07,0.9970176219940186,0.6855941414833069,0.9970197058103617,0.6793192516460891
9,0.05,0.06191539264637977,0.06000533347129822,0.03820118381762877,0.05650333485176975,0.0007131767561367541,0.0049412293137996504,0.10806544038973985,0.023434310780668714,0.14986254018420167,0.03197646433397407,0.20259217065911633,0.25288774479401205,0.25033884629319825,0.5040295695263086,0.4622472547425452,0.4971986025939059,0.49812038120817864,0.08980388879569601,0.04922503906109721,0.08505249445763427,0.08396737947917776,1.055864256167448,0.586240029954776,4.1573035361361654e-07,0.0,0.0,0.0,0.996630847454071,0.7286592721939087,0.9972152243120315,0.713023792343792
10,0.05,0.051957937703467905,0.050309699635952713,0.03296476184325293,0.047584923736085576,0.0006548539886902865,0.004879928095261045,0.09028991937691011,0.023984074934531092,0.12951681365999806,0.031487798735936046,0.1966944429348334,0.25288774479401205,0.25033884629319825,0.5076622663919628,0.5085741660651453,0.4971986025939059,0.49812038120817864,0.0905950059679228,0.05904210300138413,0.08505249445763427,0.08396737947917776,1.0651657725694257,0.7031552415664633,1.4716118711986425e-08,0.0,0.0,1.0338073395170465e-06,0.9968098402023315,0.7468622326850891,0.9974184187616308,0.7414675695810169
11,0.05,0.048530408680438994,0.046991087776422504,0.030786417589266785,0.04431355871207329,0.0005940969666355698,0.0031768773122746435,0.08545024011187194,0.019089019563280553,0.12427292036351664,0.025396361966963023,0.19197593383890196,0.25288774479401205,0.25033884629319825,0.4927160441052885,0.5377031995923267,0.4971986025939059,0.49812038120817864,0.08811681195954002,0.05985122434384732,0.08505249445763427,0.08396737947917776,1.036028543565317,0.7127913805942846,2.943223742397285e-08,0.0,0.0,5.739286297674706e-07,0.997577965259552,0.7695373892784119,0.9978259799896245,0.7667236275515789
12,0.05,0.04563409577859565,0.0441482019720599,0.02971787550454028,0.046964442859918874,0.0005318638645048923,0.004132046441635094,0.08979683927820266,0.02169232659807622,0.12768494500873862,0.028894109633209274,0.20460533645274737,0.25288774479401205,0.25033884629319825,0.49068221717493843,0.563767740396077,0.4971986025939059,0.49812038120817864,0.08908789007334897,0.06058017801756177,0.08505249445763427,0.08396737947917776,1.04744594078572,0.7214727718468866,2.207417806797964e-08,0.0,0.0,4.768022462683602e-06,0.996685266494751,0.7541519999504089,0.9974172352970773,0.7560752518173639
13,0.05,0.04385597053384408,0.042392835778184236,0.02926269440171309,0.04552273900547472,0.0004691361354951082,0.0034484469157561037,0.08759703109519333,0.02058801865954416,0.1272688751065539,0.026376590889476626,0.1907112563576459,0.25288774479401205,0.25033884629319825,0.5073247399794039,0.49441928597483986,0.4971986025939059,0.49812038120817864,0.08564111473329572,0.059497201094523444,0.08505249445763427,0.08396737947917776,1.0069206703391238,0.7085751807852664,0.0,0.0,0.0,4.893109471735486e-06,0.997357189655304,0.7642077207565308,0.9976500265620724,0.7627191320723419
