epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.5977154418826103,0.9024060070514679,0.7635893011216567
2,0.3700979307293892,0.5641113996505738,0.8317515099223467
3,0.2982457272708416,0.7108547568321228,0.7610008628127696
4,0.2851760983467102,0.8054372429847717,0.7765314926660914
5,0.24425546824932098,0.6800872027873993,0.7989646246764452
6,0.2262805722653866,0.607895839214325,0.814495254529767
7,0.21102878227829933,0.5867020845413208,0.8308886971527178
8,0.20920464843511583,0.6621839761734009,0.7998274374460741
9,0.21225379258394242,0.6421481251716614,0.802415875754961
10,0.2097030095756054,0.7089015960693359,0.8041415012942191
11,0.20049891173839568,0.6324031233787537,0.8257118205349441
12,0.20505624637007713,0.7676097989082337,0.7679033649698015
