epoch,lambda_pair,train_total_loss,train_supervised_loss,train_pair_loss,validation_masked_smooth_l1,learning_rate,val_masked_smooth_l1_M,val_masked_smooth_l1_H,val_mae_M,val_mae_H,val_rmse_M,val_rmse_H,val_mean_predictor_mae_M,val_mean_predictor_mae_H,val_prediction_mean_M,val_prediction_mean_H,val_target_mean_M,val_target_mean_H,val_prediction_variance_M,val_prediction_variance_H,val_target_variance_M,val_target_variance_H,val_variance_ratio_M,val_variance_ratio_H,val_zero_saturation_fraction_M,val_zero_saturation_fraction_H,val_one_saturation_fraction_M,val_one_saturation_fraction_H,val_pearson_M,val_pearson_H,val_spearman_M,val_spearman_H
1,0.2,0.110931564258039,0.10995933777801692,0.0048611326255428135,0.10521676111772374,0.0009960612933065818,0.012250395786887022,0.19818312644856045,0.039742285573446216,0.24483117320830336,0.04972260439656044,0.2836103318847676,0.25288774479401205,0.25033884629319825,0.5168091743986074,0.5150230054324553,0.4971986025939059,0.49812038120817864,0.09134391935642444,0.0014876108947626254,0.08505249445763427,0.08396737947917776,1.0739710803182148,0.01771653353945056,0.0,0.0,0.0,0.0,0.9902887940406799,0.2779020667076111,0.9951571546018351,0.25969411295576056
2,0.2,0.100708535964787,0.0978515058927238,0.014285150489630178,0.0906580932948938,0.0009843072889837514,0.006179920259839504,0.17513626632994808,0.027000966501934665,0.22108652981802968,0.035403903934360596,0.26209250331349393,0.25288774479401205,0.25033884629319825,0.48512806833087113,0.47846572815999217,0.4971986025939059,0.49812038120817864,0.07735258300652045,0.010148413076111862,0.08505249445763427,0.08396737947917776,0.9094687169351718,0.12086137663291571,0.0,0.0,0.0,0.0,0.9956364035606384,0.46192893385887146,0.9964045014904557,0.3926820337947028
3,0.2,0.09598360082879663,0.09139686776548624,0.022933665405586362,0.08875198930977485,0.000964923354701182,0.008274434526114564,0.16922954409343513,0.03231831716603861,0.2151283276449786,0.04151101769356818,0.255401546607162,0.25288774479401205,0.25033884629319825,0.5123572838424053,0.5311696194098984,0.4971986025939059,0.49812038120817864,0.07645814772220888,0.013769421704273643,0.08505249445763427,0.08396737947917776,0.898952443544071,0.16398536895733642,0.0,0.0,0.0,0.0,0.9954660534858704,0.5033075213432312,0.9957888236742022,0.433892421665763
4,0.2,0.09336003227978945,0.08804759579002858,0.026562182393088007,0.08800977210552298,0.0009382151866819102,0.005582521121076298,0.17043702308996966,0.027048812514632765,0.21646552445671768,0.03347225374606424,0.25682125930151306,0.25288774479401205,0.25033884629319825,0.48388436604644897,0.4795276265006762,0.4971986025939059,0.49812038120817864,0.08988479949580089,0.011298136598937025,0.08505249445763427,0.08396737947917776,1.0568155592493957,0.13455387876834643,0.0,0.0,0.0,0.0,0.9958719611167908,0.48845174908638,0.9973559824652258,0.43114322526556914
5,0.2,0.09187788414396346,0.08626242758277804,0.02807728249875363,0.08420296972408688,0.0009046039886902867,0.00485467685175099,0.16355126259642278,0.024885106310333787,0.20935429547007053,0.03131509367329162,0.24820359580376616,0.25288774479401205,0.25033884629319825,0.4855700554306755,0.5032106195283631,0.4971986025939059,0.49812038120817864,0.0860445974627981,0.013483257632749324,0.08505249445763427,0.08396737947917776,1.0116645962177866,0.16057733034401656,0.0,0.0,0.0,0.0,0.9958133697509766,0.539294421672821,0.9971851922082122,0.5244640724265522
6,0.2,0.09025898048989475,0.08425651374720038,0.03001233351486735,0.08139880711547706,0.0008646198293969955,0.0037148934072000865,0.15908272082375405,0.021734413932325582,0.20459002965596843,0.02733284228325741,0.2451746802437239,0.25288774479401205,0.25033884629319825,0.503454064543701,0.4907607020444,0.4971986025939059,0.49812038120817864,0.08134092559957312,0.01534259315449063,0.08505249445763427,0.08396737947917776,0.9563614344090763,0.18272087624570071,0.0,0.0,0.0,0.0,0.9967575073242188,0.553337574005127,0.997004575242494,0.5314147275357195
7,0.2,0.08937646288797259,0.08312234595790505,0.031270584673178385,0.08284690076790231,0.0008188932828794708,0.0040872628391841175,0.1616065386966205,0.02235063743816701,0.20689920495421354,0.02862906979326881,0.24988819110471666,0.25288774479401205,0.25033884629319825,0.4826263490383867,0.47096095622856043,0.4971986025939059,0.49812038120817864,0.08267311020984533,0.015570089465299947,0.08505249445763427,0.08396737947917776,0.9720245212916813,0.18543021780453467,0.0,0.0,0.0,0.0,0.9970793724060059,0.5281701683998108,0.9975110187297851,0.509609039113451
8,0.2,0.0880327501103282,0.08146938104853034,0.03281684478551615,0.08144293042865743,0.000768145484092009,0.002791768933182768,0.16009409192413207,0.01801132045839077,0.20534477651538774,0.023702077643054237,0.2460754715641415,0.25288774479401205,0.25033884629319825,0.4942982978072431,0.5257827300046577,0.4971986025939059,0.49812038120817864,0.08127245650492149,0.01373055838751136,0.08505249445763427,0.08396737947917776,0.9555564128151977,0.16352253068605369,0.0,0.0,0.0,0.0,0.9975018501281738,0.5615828633308411,0.997528294394828,0.5353420576964765
9,0.2,0.08729931089170277,0.08078599173277616,0.03256659518268425,0.08251318526523396,0.0007131767561367541,0.0026386598264023548,0.16238771070406557,0.018102088562441686,0.2078118590871619,0.02298394967576086,0.25227286914627567,0.25288774479401205,0.25033884629319825,0.49949781009207506,0.46262253019839533,0.4971986025939059,0.49812038120817864,0.08452358223449247,0.01544480046381222,0.08505249445763427,0.08396737947917776,0.9937813437863923,0.18393810262522511,0.0,0.0,0.0,0.0,0.9974341988563538,0.5179706811904907,0.9976106881416155,0.48882035763837406
10,0.2,0.08648709589131176,0.07979406748563052,0.03346514156772755,0.08032177234931116,0.0006548539886902865,0.004881041625482822,0.1557625030731395,0.024810569438517758,0.20076237456578253,0.03125642361834904,0.24610460800960296,0.25288774479401205,0.25033884629319825,0.509494966220098,0.4607566592506626,0.4971986025939059,0.49812038120817864,0.08964536746659757,0.022759273871773122,0.08505249445763427,0.08396737947917776,1.0540004504071432,0.27104899560926476,0.0,0.0,0.0,0.0,0.9961680769920349,0.5486805438995361,0.9975295258594092,0.529851359522768
