epoch,lambda_pair,train_total_loss,train_supervised_loss,train_pair_loss,validation_masked_smooth_l1,learning_rate,val_masked_smooth_l1_M,val_masked_smooth_l1_H,val_mae_M,val_mae_H,val_rmse_M,val_rmse_H,val_mean_predictor_mae_M,val_mean_predictor_mae_H,val_prediction_mean_M,val_prediction_mean_H,val_target_mean_M,val_target_mean_H,val_prediction_variance_M,val_prediction_variance_H,val_target_variance_M,val_target_variance_H,val_variance_ratio_M,val_variance_ratio_H,val_zero_saturation_fraction_M,val_zero_saturation_fraction_H,val_one_saturation_fraction_M,val_one_saturation_fraction_H,val_pearson_M,val_pearson_H,val_spearman_M,val_spearman_H
11,0.2,0.08625632088668644,0.07958046080954373,0.033379300367599354,0.07782358012014085,0.0005940969666355698,0.0033850990272292717,0.1522620612130524,0.01997173703832719,0.19756190717610375,0.026113829223602815,0.23971253104969073,0.25288774479401205,0.25033884629319825,0.4857908310986677,0.5078475763288287,0.4971986025939059,0.49812038120817864,0.08558571425961925,0.023000191564458927,0.08505249445763427,0.08396737947917776,1.006269302333638,0.27391817759612846,0.0,0.0,0.0,0.0,0.9972943663597107,0.5669982433319092,0.9973856268006408,0.5364585157557401
12,0.2,0.0858620025049895,0.07902127652689815,0.03420362928194227,0.08005560289355676,0.0005318638645048923,0.004224767744203729,0.1558864380429098,0.02318233126797206,0.2009007708239748,0.0291063744864305,0.24583829930096068,0.25288774479401205,0.25033884629319825,0.4834539934565123,0.48595445492324074,0.4971986025939059,0.49812038120817864,0.08809303949422817,0.021234096613455655,0.08505249445763427,0.08396737947917776,1.0357490401190812,0.25288506971592806,0.0,0.0,0.0,0.0,0.9968787431716919,0.5370098948478699,0.9975847621281335,0.5095854259689403
13,0.2,0.0852445243883878,0.07836542577631772,0.03439549288258422,0.07608718965702112,0.0004691361354951082,0.0027995174069960485,0.14937486190704619,0.018349644729972213,0.19420925361961336,0.023674958322606708,0.23809686112690773,0.25288774479401205,0.25033884629319825,0.5030324093858439,0.49947435139166657,0.4971986025939059,0.49812038120817864,0.0870918038638987,0.029099049487208428,0.08505249445763427,0.08396737947917776,1.0239770675659634,0.3465518355782964,0.0,0.0,0.0,0.0,0.9974560737609863,0.5725536346435547,0.9975783603408622,0.5481572521749901
14,0.2,0.0844878615938127,0.07741785937957466,0.03535001095724292,0.07762312307984381,0.00040690303336443076,0.002541907886118749,0.15270433827356888,0.017317878373486265,0.19776713453174505,0.02256292776205389,0.2417265016862895,0.25288774479401205,0.25033884629319825,0.4917392988250582,0.49599766593159655,0.4971986025939059,0.49812038120817864,0.0863713319212186,0.02249436722278586,0.08505249445763427,0.08396737947917776,1.015506158543548,0.26789411986310724,0.0,0.0,0.0,0.0,0.997654914855957,0.5558425784111023,0.9976871346613696,0.5336695507882279
15,0.2,0.08381684993989766,0.07676402134932578,0.03526414267518558,0.08186190952838784,0.0003461460113097141,0.002656546853728095,0.1610672722030476,0.017618553857131503,0.2054158508849492,0.023066038300935187,0.2521142275575501,0.25288774479401205,0.25033884629319825,0.49508628503034097,0.4526861620058879,0.4971986025939059,0.49812038120817864,0.08499870839459639,0.023461440982851606,0.08505249445763427,0.08396737947917776,0.9993676133383169,0.27941137532664784,0.0,0.0,0.0,0.0,0.9972985982894897,0.520357608795166,0.9975793410053143,0.5044953372176334
16,0.2,0.08348185557425022,0.07624850643798708,0.036166745683341286,0.07689208336199761,0.00028782324386324637,0.0023115981469969903,0.15147256857699823,0.01682226472033235,0.1964529896289533,0.021523559540070937,0.24089794606004186,0.25288774479401205,0.25033884629319825,0.49911979356510344,0.49195854104904957,0.4971986025939059,0.49812038120817864,0.0832934611624093,0.019979847201847645,0.08505249445763427,0.08396737947917776,0.979318263309712,0.23794772834136438,0.0,0.0,0.0,0.0,0.9977467060089111,0.5653271675109863,0.9977761343637047,0.5433485782474039
17,0.2,0.08336815114542842,0.07615579336844384,0.03606178859944921,0.07648561615565802,0.00023285451590799116,0.0025724755635157183,0.15039875674780032,0.017219350664109696,0.19545418058259642,0.022716599687475882,0.2390936211301608,0.25288774479401205,0.25033884629319825,0.49065853702855994,0.5106637313298441,0.4971986025939059,0.49812038120817864,0.08223083286428481,0.020291474767711093,0.08505249445763427,0.08396737947917776,0.9668244698601408,0.24165902155780597,0.0,0.0,0.0,0.0,0.9977556467056274,0.5755146741867065,0.9978015206169056,0.5534703953379527
18,0.2,0.08293250153027475,0.07579569136239589,0.035684050499112344,0.07563203540380505,0.00018210671712052954,0.0022735083407673445,0.14899056246684275,0.016601760445449327,0.19386684593945955,0.021334604255146935,0.23879700599836667,0.25288774479401205,0.25033884629319825,0.49901388628267,0.4891382106367738,0.4971986025939059,0.49812038120817864,0.08402163143539129,0.022481429517319157,0.08505249445763427,0.08396737947917776,0.9878796850249176,0.2677400397245231,0.0,0.0,0.0,0.0,0.9977400898933411,0.5735298991203308,0.9977718681214863,0.5457039344192058
19,0.2,0.08249364319238811,0.07529094118885696,0.036013510024594145,0.07498781366969161,0.0001363801706030051,0.0023018755987998045,0.14767375174058342,0.01661700216420933,0.1920557326634694,0.021463142309483256,0.2379741252032834,0.25288774479401205,0.25033884629319825,0.4953490535311005,0.4847089129299682,0.4971986025939059,0.49812038120817864,0.08293514925726839,0.02423421956828936,0.08505249445763427,0.08396737947917776,0.9751054309004358,0.2886146944040211,0.0,0.0,0.0,0.0,0.9977628588676453,0.5772751569747925,0.9977454292277382,0.5551064080287187
20,0.2,0.08206827742904425,0.07474997388087214,0.03659151747296564,0.07539243937153753,9.639601130971386e-05,0.0023029259759756696,0.14848195276709938,0.016493003501237693,0.19288624344810804,0.021499964495689854,0.2393551662674782,0.25288774479401205,0.25033884629319825,0.4946669380863626,0.4870067199546523,0.4971986025939059,0.49812038120817864,0.08452852108162567,0.0278391623874516,0.08505249445763427,0.08396737947917776,0.9938394120084321,0.33154735279496433,0.0,0.0,0.0,0.0,0.9976881146430969,0.5691880583763123,0.9977249447370862,0.5515959698699678
21,0.2,0.08145887190513312,0.07402269735820591,0.03718087253654376,0.07476665171812283,6.278481331809018e-05,0.0022833537110484815,0.14724994972519717,0.016730002272749327,0.1920047558989102,0.0213771499671009,0.23656744025453408,0.25288774479401205,0.25033884629319825,0.5000736989009508,0.4936896779395815,0.4971986025939059,0.49812038120817864,0.08535667079667097,0.023057684176058968,0.08505249445763427,0.08396737947917776,1.003576336484619,0.27460287934526784,0.0,0.0,0.0,0.0,0.9977688193321228,0.5839845538139343,0.9978299121516693,0.5602177492736299
22,0.2,0.0812318047720939,0.07378443323336542,0.0372368574179709,0.07472764173215099,3.607664529881847e-05,0.00218331106745231,0.14727197239684967,0.016125872048236886,0.19191944055157117,0.020904563371205886,0.23678712533181848,0.25288774479401205,0.25033884629319825,0.49619151544245116,0.48414870828808126,0.4971986025939059,0.49812038120817864,0.08486837572303119,0.022767126692524176,0.08505249445763427,0.08396737947917776,0.9978352341600657,0.2711425178889853,0.0,0.0,0.0,0.0,0.997809648513794,0.5852382183074951,0.9978240503886211,0.5633966315263133
23,0.2,0.08152965975701809,0.07412008641324937,0.03704786645071581,0.07419688565562774,1.669271101624884e-05,0.002197360215628461,0.146196411095627,0.016396144120443223,0.19073287446750645,0.020970061067148917,0.23571641701951393,0.25288774479401205,0.25033884629319825,0.49849573576316686,0.495383074826313,0.4971986025939059,0.49812038120817864,0.08303014904427164,0.023973878338405474,0.08505249445763427,0.08396737947917776,0.9762223856424342,0.2855141899998263,0.0,0.0,0.0,0.0,0.9978581070899963,0.5877903699874878,0.9978520003231551,0.5637881773434482
24,0.2,0.08121950705684722,0.073874530999735,0.03672488010013476,0.07426140895714205,4.938706693418358e-06,0.0021528595013457475,0.14636995841293834,0.01608385122933512,0.19090837276275907,0.020757204904357292,0.23605312686459598,0.25288774479401205,0.25033884629319825,0.496395954673768,0.49608028107234886,0.4971986025939059,0.49812038120817864,0.08427222304606374,0.024148544405118016,0.08505249445763427,0.08396737947917776,0.9908260020291446,0.2875943557474766,0.0,0.0,0.0,0.0,0.9978576302528381,0.5857107639312744,0.9978472968007093,0.5619820216042036
25,0.2,0.08139811047315597,0.07409382543303072,0.03652142504029907,0.07417678396555297,1e-06,0.002156458236605212,0.14619710969450073,0.01618467477358964,0.19070256578748895,0.020774148017778857,0.23575277144247356,0.25288774479401205,0.25033884629319825,0.49796236444040304,0.4932907385624486,0.4971986025939059,0.49812038120817864,0.08446786760143446,0.024519941988660476,0.08505249445763427,0.08396737947917776,0.9931262820693516,0.292017473222931,0.0,0.0,0.0,0.0,0.9978492856025696,0.5873614549636841,0.9978403607971026,0.5639399882223934
