epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.5889452695846558,0.6839245617389679,0.7981018119068163
2,0.41779623106122016,0.5689176321029663,0.823123382226057
3,0.32139626815915107,0.7325980424880981,0.7989646246764451
4,0.26060248389840124,0.7267949938774109,0.8153580672993961
5,0.24484356120228767,0.6146810948848724,0.8127696289905091
6,0.2534888006746769,0.5981577277183533,0.8127696289905092
7,0.20045590102672578,0.6287702798843384,0.8136324417601382
8,0.22815402522683143,0.7381820201873779,0.7411561691113028
9,0.20982045754790307,0.605554074048996,0.819672131147541
10,0.2228384345769882,0.5911736190319061,0.8067299396031061
11,0.18940265849232674,0.6734126567840576,0.8093183779119932
12,0.20464186146855354,0.610972648859024,0.8015530629853322
