ID,skin_pixel_n,valid_skin_pixel_ratio,skin_median_r,skin_median_g,skin_median_b,skin_linear_luminance_median,skin_lab_l_median,overexposed_pixel_ratio,underexposed_pixel_ratio,saturated_pixel_ratio,laplacian_variance,high_frequency_noise_mad
205129144,17905,0.35684390943877553,0.6666666666666666,0.5568627450980392,0.4823529411764706,0.29195096786752783,60.95342649021002,0.0,0.00016755096341803966,0.0,0.0209966600883919,0.015223782165006593
205154762,16670,0.33223054846938777,0.5607843137254902,0.38823529411764707,0.3058823529411765,0.15139517829698348,45.82469803026573,0.0,0.0010197960407918416,0.0,0.014158962540260948,0.012838885015149376
205160104,18325,0.36521444515306123,0.5803921568627451,0.40784313725490196,0.33725490196078434,0.1696936162109189,48.221408184506714,0.0,5.457025920873124e-05,0.0,0.0066135201825498315,0.013283372976597641
205166769,18737,0.37342554209183676,0.5725490196078431,0.4117647058823529,0.32941176470588235,0.1671286936959052,47.896194799311374,0.0,0.002401665154507125,0.002508405828040775,0.018865922508204815,0.018783466027432322
205192459,16873,0.33627630739795916,0.48627450980392156,0.32941176470588235,0.27450980392156865,0.1103982195718333,39.64745996600273,0.0,0.0032003793042138327,0.004207906122207076,0.0067144317958677145,0.009530335047989103
205196366,17639,0.35154257015306123,0.5372549019607843,0.3803921568627451,0.3215686274509804,0.14465448756149282,44.89317602405939,0.0,0.005782640739270934,0.0,0.0020607308756350915,0.003597274488939568
205200934-1,17915,0.35704320790816324,0.7568627450980392,0.5568627450980392,0.43529411764705883,0.3166273100262839,63.063149939813,0.0,0.00033491487580240023,0.0001116382919341334,0.004165089920846406,0.010134192078241374
205276459-2,18038,0.3594945790816326,0.6627450980392157,0.5607843137254902,0.4980392156862745,0.29510287120734136,61.229365638038686,0.0,0.00022175407473112318,5.5438518682780794e-05,0.005968598362018032,0.011792970736896927
205292128,20039,0.39937420280612246,0.5725490196078431,0.36470588235294116,0.27058823529411763,0.14389631607868347,44.786604001847806,0.0,0.0008483457258346225,0.0,0.005437901119233634,0.010920568946174426
205408994,19434,0.38731664540816324,0.6196078431372549,0.4588235294117647,0.3764705882352941,0.20744597783615895,52.66883178228256,0.0,0.0030873726458783574,5.145621076463929e-05,0.007591560761300457,0.01269273510154717
205457005,19749,0.39359454719387754,0.6784313725490196,0.47843137254901963,0.38823529411764707,0.23642320580130227,55.727884663860365,0.0,0.0010127095042786977,0.0,0.012227375101063817,0.014639220973045604
205471698,21130,0.42111766581632654,0.6078431372549019,0.4235294117647059,0.3411764705882353,0.18302882779285565,49.861429898690346,0.0,0.005584477046852816,4.73260766682442e-05,0.005598120698671174,0.006708725479189546
205491151,18661,0.3719108737244898,0.7568627450980392,0.5647058823529412,0.4588235294117647,0.32528380983843386,63.77720288792409,0.0,0.0014468677991533144,0.0004287015701195006,0.006537251859591935,0.011469154515895195
205543285,19524,0.3891103316326531,0.7137254901960784,0.5411764705882353,0.4392156862745098,0.29333990015821165,61.07526662226521,0.0,0.0009219422249539029,0.00015365703749231714,0.005347502939915276,0.01078952102606963
205552568,20833,0.4151985012755102,0.7294117647058823,0.5725490196078431,0.47058823529411764,0.32171659366558036,63.48450546158236,0.0,0.0005280084481351702,0.0,0.0069115439280399765,0.012616273050491414
205594182,18064,0.36001275510204084,0.7019607843137254,0.5411764705882353,0.4392156862745098,0.28866524488347595,60.66364931520726,0.0,0.0012732506643046944,0.00011071744906997343,0.011947576442275792,0.01822602333469313
205637707,17021,0.33922592474489793,0.6470588235294118,0.4392156862745098,0.3607843137254902,0.201426526304398,51.99811551888533,0.0,0.0019975324599024735,0.012220198578226897,0.02214748542192596,0.014112278826310932
205664479,21547,0.4294284119897959,0.7490196078431373,0.5764705882352941,0.48627450980392156,0.33247514566091485,64.36082454890611,0.0,0.0003712813848795656,0.0,0.003950242976421625,0.009751803442706158
205682172,17789,0.35453204719387754,0.6470588235294118,0.4549019607843137,0.3568627450980392,0.212278236175443,53.19793684286418,0.0,0.006520883692169318,0.0012367193209286637,0.005555902456575635,0.013698979586525925
206073228,17302,0.34482621173469385,0.49019607843137253,0.3686274509803922,0.29411764705882354,0.12786124176078437,42.43920445895553,0.0,0.00514391399838169,0.0,0.012479276194336426,0.01582444890933751
206082263,16449,0.3278260522959184,0.6823529411764706,0.5176470588235295,0.42745098039215684,0.2666242047173276,58.66054919820829,0.0,0.0011550854155267798,6.079396923825157e-05,0.01473118538913744,0.01933246361299593
206114670,21512,0.42873086734693877,0.7411764705882353,0.5568627450980392,0.45098039215686275,0.3133467098674474,62.78914159590407,0.0,0.0007437709185570844,0.0001859427296392711,0.007401076928853447,0.012279229613861638
206133320,20101,0.40060985331632654,0.5647058823529412,0.40784313725490196,0.32941176470588235,0.16483373658767658,47.60237851757273,0.0,0.0009452266056415103,4.974876871797423e-05,0.008725954338798164,0.013476851276164898
206148129,17514,0.3490513392857143,0.7490196078431373,0.5568627450980392,0.4549019607843137,0.3158018838986029,62.99438603931048,0.0,0.0006851661527920521,5.709717939933767e-05,0.006381141136159134,0.011682769954275892
206151450,20235,0.40328045280612246,0.6352941176470588,0.4666666666666667,0.38823529411764707,0.2159694207024505,53.596715401923916,0.0,0.001927353595255745,4.9419322955275514e-05,0.00979819748891966,0.014451130521208328
206248971,19510,0.3888313137755102,0.6862745098039216,0.5137254901960784,0.4117647058823529,0.26200615452304715,58.226984948097154,0.0,0.0013326499231163505,0.00015376729882111737,0.018490388993736128,0.017404107390727945
206281747,17314,0.34506536989795916,0.6078431372549019,0.4588235294117647,0.3764705882352941,0.20512245795608458,52.4114914845622,0.0,0.0017327018597666627,0.0,0.01122171187805727,0.01666777259132028
206333335,19534,0.38930963010204084,0.5764705882352941,0.40784313725490196,0.3254901960784314,0.1659195710661136,47.74173219335519,0.0,0.002508446810689055,0.0,0.00013092149101960493,0.0016684155017129547
206341332,15673,0.31236049107142855,0.6941176470588235,0.5411764705882353,0.47058823529411764,0.2902161778407469,60.8007029788011,0.0,0.00401965163019205,0.0014036878708607158,0.011932212166419433,0.013250972403495459
206342969,20323,0.4050342793367347,0.5098039215686274,0.34509803921568627,0.27058823529411763,0.12115271040988693,41.39874111164903,0.0,0.003444373370073316,0.001082517344880185,0.008093211729025336,0.011297995790606623
206342969-1,22251,0.44345902423469385,0.7686274509803922,0.5686274509803921,0.47058823529411764,0.3345373787431483,64.52663271815233,0.0,0.001528021212529774,0.00017976720147409105,0.010894501882983914,0.016536634512260555
206409114,18506,0.3688217474489796,0.6352941176470588,0.4588235294117647,0.3686274509803922,0.21162000755987198,53.12634020870583,0.0,0.0001621095860801902,0.0,0.0049633982969217215,0.009026266462962692
206439717-1,17962,0.3579799107142857,0.7568627450980392,0.5725490196078431,0.47058823529411764,0.33154535518241424,64.28584299227725,0.0,0.0006680770515532791,0.0,0.008224057872222818,0.015106558612926393
