camera_id,observation_name,valid_n,missing_n,min,q25,median,q75,max,mean,std,iqr
Xiaomi/M2006J10C,cheek_image_left_log2_y_median,233,0,-4.9658976143336444,-2.9041141506384012,-2.1627363759484544,-1.5243840076422848,-0.63001640038736018,-2.2466067067440956,0.85219846908827923,1.3797301429961164
Xiaomi/M2006J10C,cheek_image_left_log2_rg_median,233,0,0.49289462695504804,0.85074085268533284,0.97785810458057132,1.1736599589606722,1.5968046028751286,1.0037894302414736,0.2189235595219895,0.32291910627533937
Xiaomi/M2006J10C,cheek_image_left_log2_bg_median,233,0,-1.0545485179126777,-0.66257763567247985,-0.54629033420791084,-0.44086693935956511,-0.16022467818631414,-0.55543322540860451,0.15698127993668679,0.22171069631291473
Xiaomi/M2006J10C,cheek_image_right_log2_y_median,233,0,-4.679220596928241,-2.8510326545016182,-2.2185374006850447,-1.6848673072309672,-0.90082374910426566,-2.2909027322861828,0.73794999993398003,1.166165347270651
Xiaomi/M2006J10C,cheek_image_right_log2_rg_median,233,0,0.50314429968935692,0.89259392390721903,1.0445993399272766,1.2132056286513693,1.7365498487012552,1.0549057940862134,0.22106425622682058,0.32061170474415024
Xiaomi/M2006J10C,cheek_image_right_log2_bg_median,233,0,-1.219932324992971,-0.6648766435788902,-0.56066516760778562,-0.45815779927549322,-0.1822134919454691,-0.57203196805043321,0.15758322320110471,0.20671884430339699
Xiaomi/M2006J10C,cheek_mean_log2_y,233,0,-4.4573093916042916,-2.5641322317448036,-2.2827710304658084,-1.952139260893621,-1.2107549676975125,-2.268754719515139,0.46252260584730726,0.61199297085118265
Xiaomi/M2006J10C,cheek_mean_log2_rg,233,0,0.64458063541061617,0.9220584182279622,1.0371477907704607,1.140833851016434,1.4927992180506124,1.0293476121638436,0.15355909728762834,0.21877543278847178
Xiaomi/M2006J10C,cheek_mean_log2_bg,233,0,-1.0548843422010488,-0.65712297799071773,-0.55905025473986292,-0.45928502896195306,-0.19672353384988672,-0.56373259672951881,0.13437898771917287,0.19783794902876467
Xiaomi/M2006J10C,forehead_minus_cheek_log2_y,223,10,-1.6423573811402985,-0.18280711187309029,0.038977293352582709,0.26284766727549025,1.2722628297120337,0.020473869732148171,0.40148433200471639,0.44565477914858054
Xiaomi/M2006J10C,forehead_minus_cheek_log2_rg,223,10,-0.4940569609269917,-0.16412473279472672,-0.083699055540323197,0.0028512652226999058,0.22868952615784943,-0.089873174936687242,0.12328403137668592,0.16697599801742663
Xiaomi/M2006J10C,forehead_minus_cheek_log2_bg,223,10,-0.42536945525729197,-0.25229238863615805,-0.18205230729988497,-0.10191639785883982,0.1065184034021659,-0.17949128841619547,0.10636294578484799,0.15037599077731822
