sample_id,spearman_P_high_clip,spearman_S_high_clip,mean_P_clipped,mean_P_nonclipped,mean_S_clipped,mean_S_nonclipped,fraction_clipped_pixels_in_top20_percent_P,fraction_clipped_pixels_in_top20_percent_S,IoU_clipped_top20_P,IoU_clipped_top20_S
L024_A1,,0.7939479196118444,0.0,0.0,1.1795414686203003,0.9196993708610535,1.0,0.6472127586036637,0.3090362548828125,0.6472127586036637
L024_A2,,0.8615139908028797,0.0,0.0,1.1383700370788574,0.8703570365905762,1.0,0.4134885334847481,0.4837188720703125,0.4134885334847481
L040_A4,-0.3824523652061391,0.8588363420351455,0.00034770515048876405,0.0005523311556316912,1.135366439819336,0.8878875374794006,0.059415945299605914,0.44151032368890836,0.042989788706650746,0.44151032368890836
L048_A2,,0.8113081945493082,0.0,0.0,1.142066240310669,0.9278604984283447,1.0,0.5939014997054959,0.3367767333984375,0.5939014997054959
