subject_id,n_cheeks,logrmse,rmse,sam_deg,signed_residual_400nm,signed_residual_410nm,signed_residual_420nm,signed_residual_430nm,signed_residual_440nm,signed_residual_450nm,signed_residual_460nm,signed_residual_470nm,signed_residual_480nm,signed_residual_490nm,signed_residual_500nm,signed_residual_510nm,signed_residual_520nm,signed_residual_530nm,signed_residual_540nm,signed_residual_550nm,signed_residual_560nm,signed_residual_570nm,signed_residual_580nm,signed_residual_590nm,signed_residual_600nm,signed_residual_610nm,signed_residual_620nm,signed_residual_630nm,signed_residual_640nm,signed_residual_650nm,signed_residual_660nm,signed_residual_670nm,signed_residual_680nm,signed_residual_690nm,signed_residual_700nm,loo_reference_logrmse,model_to_loo_error_ratio,model_better_than_loo
p042,2,0.13103516325281267,0.0429971448983066,6.43616908402362,-0.13826398852837074,-0.08790433770211813,-0.01764987206458657,0.006756121104558227,0.014141817367491288,0.025446745727390946,0.038427670270445524,0.049871157763674595,0.060970180968267534,0.049275176837777684,0.029853292025288303,0.024378359947030165,0.011254435599847346,-0.0067926472966658435,-0.010858275994361316,-0.029871971775424028,-0.031421618050526734,-0.03796974540367026,-0.02805629804609422,0.01425418262638617,0.021335017908286708,0.0026069146181772196,0.01630518091622632,0.0033170639002347013,-0.0028832113247258817,-0.017876167276908522,0.0077753199613483925,-0.03710286281913072,0.05313516650321687,-0.03350946967981727,0.02407948980212543,0.2046362052899905,0.640332257271495,True
p043,2,0.13680675379048884,0.04166949937645273,6.296771135801362,-0.14174836600619656,-0.08248509210162752,-0.014612409579904354,0.008446059869906902,0.013801111597206275,0.02822765394952767,0.03790715032838382,0.047984104295687224,0.05848175003664649,0.04714090886808525,0.03163403228099759,0.02708124806211118,0.013592484686705125,-0.006225368232959633,-0.012697005576450177,-0.042958664590734885,-0.02872989096522366,-0.03978938212680161,-0.034180748978147935,0.01028185483688912,0.022378378072541033,0.006485767997183256,0.014834955249178827,0.0038640811294478883,-0.00129948274305286,-0.016935176828562548,0.0066165676404305596,-0.03869516656004551,0.05031763450308924,-0.03651882266213308,0.021591553928737628,0.18965503076820464,0.7213452405472615,True
p044,2,0.21172109199306072,0.04667510145226291,11.16433166705177,-0.18043394841559646,-0.10856619366883843,-0.046307924671563735,-0.024021558866442985,-0.01590282794703439,0.0009886415673149573,0.009192456837172333,0.019815710722368846,0.032296085504431304,0.025861482564554256,0.022011114418385908,0.022110603089063083,0.01927854906586131,0.01643633371303964,0.016591341918824373,-0.0186260822634126,-0.0015162658245818639,0.0003543666044787813,0.009068541315675069,0.01748105055153655,0.02047395667855781,0.015226969465610626,0.021583301645195035,0.02047236895833321,0.021054049692697085,0.013996049464886778,0.02921252723810991,0.0008886746599495454,0.06340561343580567,0.005260297213427884,0.04585196616094256,0.31754334481382424,0.6667470613096705,True
p045,2,0.17562034197209242,0.04531127535568781,8.410487645225977,-0.16889174729165402,-0.10856946883516262,-0.04075681181247849,-0.017854347440196913,-0.0036006259696874238,0.010704090652551068,0.026125894993229246,0.04158837647190912,0.055597257904565864,0.05248466569989446,0.04272785070663396,0.03864774970299821,0.02811790609198303,0.01543255520364989,0.00866162544991271,-0.01747005906708783,-0.01708512655269573,-0.0244815103511747,-0.022460708221675937,0.002146365624891622,0.012235328072814244,0.0034342744872136732,0.014912314733860094,0.008053724796828449,0.005189335294346009,-0.008829529761962412,0.011883039888064884,-0.022753319931348576,0.04702211817701479,-0.022071350814659857,0.025184280059473957,0.10838677643570199,1.6203115153653012,False
p046,2,0.27374241443309916,0.06857110978943233,16.22956825270615,-0.26198324858265154,-0.15797682865955642,-0.07840480806114747,-0.04239118228775403,-0.022067456800008628,-0.018353370336013794,0.00042409063923225243,0.015544199359788596,0.026154821483861626,0.027960207788594982,0.023366474851138574,0.015810861424747025,0.014187750718374914,0.01570533741477874,0.017168291503672856,0.005671505934214033,-0.00034262108101063005,0.01357591926854071,0.025827599119818204,0.038515991706029554,0.02482335862849161,0.040827237398017135,0.03931219785042525,0.029601076094320666,0.0518562040860204,0.03606847858407408,0.0499296561996567,0.056906743909637125,0.08378266899962666,0.06836331767255313,0.09847757666185672,0.3321458428479792,0.8241633015361541,True
p047,2,0.23875568956689697,0.06328837188960465,13.879398879702864,-0.24319954426754514,-0.14284597523482367,-0.062445237629127154,-0.027736116500167274,-0.01122189228326792,-0.008880074144165959,0.013329140611922002,0.02959554487679121,0.039856444150844966,0.03897527460784428,0.031151214707887634,0.018166602347467295,0.011381885235785372,0.0077829089947005076,0.007060328089439238,-0.006066441151079335,-0.009716510663053582,0.0032355521141056026,0.011976105422000768,0.031499710077429494,0.018691317445409472,0.03562750643250137,0.029629995643836227,0.01583858022512724,0.04106143281615407,0.0193129801864296,0.03435690951351042,0.04103527374418736,0.06940055466702266,0.04970949868789101,0.0828522175363417,0.21426935109439,1.1142783060080312,False
p048,2,0.2190314875528967,0.06425516927218662,12.5208886089444,-0.2297662616624459,-0.14668480639286557,-0.06323055858588837,-0.02801327494654511,-0.026456284774966227,-0.01184933758099932,0.019626289410687822,0.03824304154216643,0.0505691325744575,0.040534858743572905,0.0341793230744632,0.023785858742790905,0.018923235047362832,0.013976546629756004,0.010245502157223349,-0.025368512516978775,-0.015590519846872208,0.0026799813620352053,0.015866191303604407,0.03215427628409115,0.018180255389808414,0.03712189174830263,0.027889478981742183,0.018495510255290865,0.04865438832393168,0.026818948767875744,0.04431292803514872,0.046868322830914244,0.08220482964514264,0.054069171598105426,0.09209748020118022,0.1534812983312293,1.427089097723183,False
p049,2,0.22255164428289398,0.055242887875302724,11.987316719684765,-0.21421900246737313,-0.1297034501106067,-0.06251892916076218,-0.034494463484886315,-0.008221478356342682,-0.0017566261402513356,0.011397151680871229,0.019790798536396995,0.032049100373314,0.03843045913099556,0.037038151041486236,0.02584728394428168,0.021180017799817652,0.01725329911251644,0.009795077125583931,0.009104183958335885,-0.0025999602275347533,0.003095237039423576,0.007139429609899911,0.020302550922236262,0.02112936995464626,0.033099378898371945,0.02554332774795401,0.03244250133507173,0.018913692046605396,0.02578725465671569,0.027987417060693243,0.012662862610567038,0.032813817483912044,0.019997440270850986,0.021326260828334553,0.23241428006397058,0.9575644156703195,True
p050,2,0.18375217865482965,0.052128289308717934,9.877666661029245,-0.18892154559951185,-0.11850502421380021,-0.05376582555486961,-0.026383180863240582,-0.014932636690869514,0.002596751308798023,0.019982081960183543,0.03145948736348676,0.044078953855504255,0.04104819638909667,0.03899279595724159,0.028325377427601148,0.023000873411653383,0.015843299404214584,0.0033703157003920348,-0.01776722399853603,-0.014127776600668829,-0.0029995268078532866,-0.0005718500446418029,0.0148305388612813,0.02271928442618773,0.034173301563308944,0.016691069889557986,0.03336923992969609,0.022306653155870382,0.029418416228906036,0.03476769952935471,0.017072757263462357,0.041380603842658875,0.028487777028949474,0.03421209899191485,0.19914178163850516,0.9227203710991615,True
p051,2,0.18424711968035135,0.05217814230251541,9.767108410117878,-0.19976570667784296,-0.1234794704393805,-0.05335198742847881,-0.026991434751676688,-0.012138461538084663,-0.0002816345305292206,0.02096428402507816,0.0312341439749787,0.043684641217890216,0.04532925339431976,0.04157230884588839,0.029363702438168007,0.023502583381649372,0.016804008917231994,0.006245761779899217,-0.009562870245724206,-0.01106787138965959,0.0010910020099469536,0.006739222779269513,0.01755483828661536,0.019632281708336613,0.031249521432967525,0.01799243732817221,0.030830628478876826,0.019572875636573644,0.027998884871836827,0.03282934275924662,0.015198419770896782,0.04020288748480533,0.02453974892412769,0.02942443195512917,0.11429014741563796,1.6120997640356651,False
