epoch,train_loss,inner_val_loss,inner_val_macro_auc
1,0.6188573703169823,0.6456309497356415,0.8498705780845556
2,0.40367552936077117,0.7212443828582764,0.7825711820534945
3,0.3309401661157608,0.5591605603694916,0.8283002588438307
4,0.24424167349934578,0.5959328234195709,0.8222605694564279
5,0.24852634966373444,0.6501069307327271,0.8050043140638482
6,0.21983920261263848,0.6546282351016999,0.8093183779119931
7,0.21265648305416107,0.6682664632797242,0.8248490077653149
8,0.19951288774609566,0.6361180186271668,0.8300258843830889
9,0.19626898169517518,0.5933728754520416,0.8257118205349439
10,0.19133244827389717,0.6414601683616639,0.817946505608283
11,0.19104292169213294,0.6055043995380401,0.8265746333045729
