high_clip_element_fraction,low_clip_element_fraction,nonfinite_count,all_zero,all_one,R_zero_fraction,R_one_fraction,G_zero_fraction,G_one_fraction,B_zero_fraction,B_one_fraction,attempt,appearance_seed,exposure_ev,canonical_unclipped_hash
0.0,0.15327181208053692,0,False,False,0.0,0.0,0.0,0.0,0.4593540268456376,0.0,115,8327660216197512626,0.04268700904450762,0854e9b4473b2ed8e0ff72c75e3549c4313a261c74fab5a9dd87f460f1de0872
0.0,0.13901006711409397,0,False,False,0.0,0.0,0.0,0.0,0.4166946308724832,0.0,116,2587153732249035218,0.08781979809643314,fb1dc114a5f383af1d8c74fd95a74f480269940b1c81f8278cea5729a10cf672
0.0,0.13944351230425056,0,False,False,0.0,0.0,0.0,0.0,0.4178691275167785,0.0,117,7175391500057963686,-0.0566982865940191,d2b1aa70b53054f36b3ea217fd58b581ef2f3d9c241706786dc99680618aaf17
0.0,0.1388003355704698,0,False,False,0.0,0.0,0.0,0.0,0.4157298657718121,0.0,118,14998841445179514212,-0.39657579899422724,d61bc90a7ac9111e1637a891e278eabc648b2d9d833704ffbdc408cbe84725b4
0.0,0.16743568232662193,0,False,False,0.0,0.0,0.0,0.0,0.5019714765100671,0.0,119,16398101107079563429,0.0821842501419443,677ceb71ba76b4835499d9817d4fbd96ae89ea99463b48c0063c6929381f3a2a
0.0,0.16747762863534676,0,False,False,0.0,0.0,0.0,0.0,0.5019714765100671,0.0,120,4614853609714679880,-0.19660776589182927,1617d64517faea515e5d29c98c67a7f02999b997a5ce84bc46c3b30bd3bfc2e7
0.0,0.13656319910514542,0,False,False,0.0,0.0,0.0,0.0,0.4094379194630873,0.0,121,1331516520105163637,0.2448807821770035,64836b1f61dc84478b355c328efc70160830f97e896b2a34c2ba248421f97ca0
0.0,0.15399888143176735,0,False,False,0.0,0.0,0.0,0.0,0.4615771812080537,0.0,122,2232614330171630257,-0.05849684333512667,ebf3f7d48d52641fe2833c37304f5b81abeb2e1f181b6796e43812ce00e52dc3
0.0,0.14447706935123042,0,False,False,0.0,0.0,0.0,0.0,0.43301174496644296,0.0,123,16209104442730790594,-0.48058468638183816,f828a6728c2b819a17d40d7875ff3ff22355dfbb5464c08207800b2fd0d4a4ed
0.0,0.14011465324384786,0,False,False,0.0,0.0,0.0,0.0,0.4197147651006711,0.0,124,7029339182825166761,-0.43873051580830735,13df064a98c711ca0caba24d73445449bd98672e9c84b6d99cc7bd7b25813d53
0.0,0.14130313199105146,0,False,False,0.0,0.0,0.0,0.0,0.4234479865771812,0.0,125,9706071597287333447,-0.20077257427870165,2007b60738124e00cf029d2c3043accdec6713619c4540b56333d4699ce1645f
0.0,0.1675755033557047,0,False,False,0.0,0.0,0.0,0.0,0.5019714765100671,0.0,126,984505680621441240,-0.3999489471195425,cfaf98fc5862ef1ff3b6b70ae08cb39762321d4ec8c9d8aa873252bede90c417
0.0,0.14773489932885905,0,False,False,0.0,0.0,0.0,0.0,0.4428271812080537,0.0,127,8698509583730881963,0.159214190178949,09c0666e060fcaf1cf8ae4695425819d7fc687e191c41991a06af032f97f8aa5
0.0,0.14453299776286355,0,False,False,0.0,0.0,0.0,0.0,0.43326342281879193,0.0,128,4256420653026817427,-0.14331633142291578,0963ddd80f26e9fb01eb67b42e8598ded9a2f7978fb3b11bb59d9c7daef1c00d
