latent_id,m_base,h_base,mask_category,replicate,camera,light,valid_skin_fraction,retry_count,retry_exhausted,exposure_ev,high_clip_element_fraction,low_clip_element_fraction,nonfinite_count,all_zero,all_one,R_zero_fraction,R_one_fraction,G_zero_fraction,G_one_fraction,B_zero_fraction,B_one_fraction
AM3_M0.90_H0.50_Full_2,0.9,0.5,Full,2,Olympus E-PL2,FL2,1.0,1,False,0.2623679039425316,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_2,0.9,0.5,Full,2,Olympus E-PL2,FL11,1.0,1,False,0.01372463777431343,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_3,0.9,0.5,Full,3,Olympus E-PL2,D65,1.0,1,False,-0.42237938671336567,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_3,0.9,0.5,Full,3,Olympus E-PL2,A,1.0,1,False,0.20044398620698667,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_3,0.9,0.5,Full,3,Olympus E-PL2,FL2,1.0,1,False,-0.4728493834650124,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_3,0.9,0.5,Full,3,Olympus E-PL2,FL11,1.0,1,False,-0.1370718498525501,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_4,0.9,0.5,Full,4,Olympus E-PL2,D65,1.0,1,False,0.2341459099002493,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_4,0.9,0.5,Full,4,Olympus E-PL2,A,1.0,1,False,-0.09241218086325825,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_4,0.9,0.5,Full,4,Olympus E-PL2,FL2,1.0,1,False,0.015188064993514327,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_4,0.9,0.5,Full,4,Olympus E-PL2,FL11,1.0,1,False,-0.020167690358294188,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_5,0.9,0.5,Full,5,Olympus E-PL2,D65,1.0,1,False,-0.24020047885763024,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_5,0.9,0.5,Full,5,Olympus E-PL2,A,1.0,1,False,-0.18391106269180618,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_5,0.9,0.5,Full,5,Olympus E-PL2,FL2,1.0,1,False,-0.27071808389734137,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_5,0.9,0.5,Full,5,Olympus E-PL2,FL11,1.0,1,False,0.26152444279305187,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_6,0.9,0.5,Full,6,Olympus E-PL2,D65,1.0,1,False,0.07364368571286928,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_6,0.9,0.5,Full,6,Olympus E-PL2,A,1.0,1,False,0.30213209188726875,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_6,0.9,0.5,Full,6,Olympus E-PL2,FL2,1.0,1,False,-0.20938267693761387,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_6,0.9,0.5,Full,6,Olympus E-PL2,FL11,1.0,1,False,0.25017814545020634,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_7,0.9,0.5,Full,7,Olympus E-PL2,D65,1.0,1,False,-0.388773626856043,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_7,0.9,0.5,Full,7,Olympus E-PL2,A,1.0,1,False,0.10046486520633457,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_7,0.9,0.5,Full,7,Olympus E-PL2,FL2,1.0,1,False,0.27684976991762866,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
AM3_M0.90_H0.50_Full_7,0.9,0.5,Full,7,Olympus E-PL2,FL11,1.0,1,False,0.09392193942581817,0.0,0.0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0
