candidate,parameter,median,q05,q95,boundary_fraction,profile_identifiable
V2R-PS,f_mel,0.09451582871117656,0.055041026497764954,0.13788351498391782,0.0,True
V2R-PS,f_blood,0.09718317853028946,0.038926257222328585,0.09999999999999999,0.4772727272727273,False
V2R-PSG,f_mel,0.10562970563464757,0.06951031081575144,0.153460868000877,0.0,True
V2R-PSG,f_blood,0.09999999999999996,0.04098819725158698,0.09999999999999999,0.5454545454545454,False
