cie_deltae00_median,cie_deltae00_p95,camera_rgb_relative_error_median,camera_rgb_relative_error_p95,camera_rgb_relative_error_max,camera_chroma_l1_p95
0.0172283270988,0.0810294194728,0.000282586051056,0.000763150660755,0.000974406771682,0.000294441920704
