camera_name,illuminant_name,matrix_rank,condition_number,matrix_3x3,training_deltae00_median,training_deltae00_p95,loocv_deltae00_median,loocv_deltae00_p95,negative_linear_srgb_rate,out_of_gamut_rate,finite,qualification_status,failure_reasons
Canon 300D,FL11,3,8.26167228732,0.707783288991 0.299893179289 0.0347867396731 0.224556904726 0.82414327999 -0.159393014898 0.0762057028064 -0.126199210285 0.768309782615,0.615925105334,1.9718528,0.705835737706,2.19918800717,0.0138888888889,0.0138888888889,True,PASS,
Canon 40D,FL11,3,9.36858091415,0.81612142318 0.310617797987 0.0429620697731 0.0804815761696 0.777779192935 -0.202508837226 0.109319521213 -0.0907585390935 0.796467119359,0.560338275184,1.61000530202,0.669003681416,1.80488764528,0.0138888888889,0.0138888888889,True,PASS,
Canon 500D,FL11,3,12.4948226716,0.988128322017 0.343067981038 0.0124389598692 -0.13947322991 0.802302718077 -0.368418837497 0.159322742778 -0.147511557211 0.995508356176,0.443912719878,1.31523447297,0.519543102461,1.35176990012,0.0277777777778,0.0277777777778,True,PASS,
Canon 50D,FL11,3,11.8260018027,0.935808576521 0.318231835813 0.00767516842399 -0.0685098147636 0.815319442527 -0.337195491413 0.139878392964 -0.13600695131 0.968940926618,0.391438968799,1.23326946177,0.485967468994,1.26639112777,0.0277777777778,0.0277777777778,True,PASS,
Canon 5DMarkII,FL11,3,10.1066868621,0.900687359573 0.332996057846 0.0499858829582 -0.018069349998 0.753027638359 -0.186276179992 0.124592902193 -0.0880262349819 0.774691066908,0.500482722357,1.49328778254,0.626272531848,1.74979680575,0.0277777777778,0.0277777777778,True,PASS,
Canon 600D,FL11,3,10.2687419503,0.84054055989 0.297729545765 0.0435283183759 0.0508011948014 0.816649599755 -0.241110683622 0.115666375394 -0.116583505297 0.835635971298,0.444145504041,1.24611716624,0.555365809403,1.42908396566,0.0138888888889,0.0138888888889,True,PASS,
Canon 60D,FL11,3,10.0190199285,0.838389518487 0.302309889622 0.0375377275813 0.0544253826526 0.802781496897 -0.225471981525 0.114480082912 -0.107325042325 0.827497596005,0.411086919426,1.1158084161,0.511843376013,1.27537234834,0.0138888888889,0.0138888888889,True,PASS,
Hasselblad H2,FL11,3,7.94009509221,0.739006542649 0.322831204897 0.0270618712676 0.181493543824 0.734310054767 -0.247472724669 0.0846626817158 -0.0597908588465 0.863317331568,0.97271891649,2.97991043306,1.10345716976,3.31310222388,0.0138888888889,0.0138888888889,True,PASS,
Nikon D3X,FL11,3,7.94512722519,0.728924937438 0.307206750811 0.0315522167991 0.217240895018 0.796277993447 -0.145257819765 0.0613201803587 -0.105082385078 0.752281307558,0.501994736207,1.7976796966,0.583938327036,1.98296253367,0.0138888888889,0.0138888888889,True,PASS,
Nikon D200,FL11,3,7.33399528535,0.733685789787 0.319592833701 0.0271009558639 0.217057561684 0.761860607312 -0.0763864839853 0.056607241595 -0.0830877918358 0.687145587533,0.471887276525,1.74541765103,0.521926483311,1.94758473547,0.0138888888889,0.0138888888889,True,PASS,
Nikon D3,FL11,3,7.25873159916,0.740674134741 0.328173262913 0.0276695110108 0.205702323345 0.74277784296 -0.0898441200528 0.0610694641481 -0.0726083542038 0.699908027355,0.47587634337,1.72103487963,0.519649374335,1.91121126768,0.0138888888889,0.0138888888889,True,PASS,
Nikon D300s,FL11,3,8.06446186707,0.762017401886 0.323173284712 0.0411802837195 0.184020601462 0.770245745866 -0.177790703359 0.0616742080648 -0.0948231859642 0.774705339839,0.591002864356,2.19720450908,0.687815120859,2.42219016771,0.0138888888889,0.0138888888889,True,PASS,
Nikon D40,FL11,3,7.55365896118,0.762786635931 0.344941626164 0.0161399463053 0.168776062921 0.742819502143 -0.0605660822974 0.0780676636809 -0.0894930847776 0.691031825607,0.432281765744,1.25269520122,0.480552755196,1.41881654504,0.0138888888889,0.0138888888889,True,PASS,
Nikon D50,FL11,3,7.4874119084,0.747271578711 0.330345684103 0.0216934802318 0.184913219165 0.747463679547 -0.0752857760067 0.0764638444313 -0.0794683898133 0.699272466377,0.497376143742,1.74285389105,0.586682948799,1.94699933177,0.0138888888889,0.0138888888889,True,PASS,
Nikon D5100,FL11,3,8.7917519415,0.765222671418 0.30887945981 0.0405365097142 0.190918394269 0.835876123859 -0.182183184667 0.0513968713093 -0.146419526041 0.778502608744,0.524903277695,1.82198775136,0.611703678421,2.02690083443,0.0138888888889,0.0138888888889,True,PASS,
Nikon D700,FL11,3,7.33532553829,0.73786718146 0.321925858552 0.0284262842041 0.209000040126 0.751755959266 -0.089727874517 0.0605873462033 -0.0752884691694 0.699144012521,0.465901273213,1.71907011842,0.514519248674,1.90545380905,0.0138888888889,0.0138888888889,True,PASS,
Nikon D80,FL11,3,7.32300111947,0.747421255965 0.337514335139 0.0356660837982 0.187691408079 0.730930874507 -0.0968768898629 0.0726034594765 -0.0696488836983 0.697275181244,0.725082148161,2.65377740731,0.808135334482,2.95706607707,0.0138888888889,0.0138888888889,True,PASS,
Nikon D90,FL11,3,7.95761848889,0.768202060137 0.333124410187 0.0350440416084 0.190084218825 0.772167976107 -0.159748997038 0.0491446940018 -0.106962606036 0.762723614683,0.526989404163,1.94280189926,0.613256947677,2.14820539807,0.0138888888889,0.0138888888889,True,PASS,
Nokia N900,FL11,3,11.3006836824,0.709665319025 0.171685697132 -0.0660317715403 0.145477287624 0.903523595822 -0.458521419725 0.151562397616 -0.0777254519088 1.1731950123,0.496775752986,1.3332150326,0.566942751728,1.55212628348,0.0138888888889,0.0138888888889,True,PASS,
Olympus E-PL2,FL11,3,8.3135584277,0.639232812857 0.223733237022 0.00440371696241 0.28024553269 0.858956142728 -0.188032646588 0.0862999748337 -0.0854993503908 0.825497253678,0.649396008823,2.23803285197,0.810193921157,2.54824740525,0.0138888888889,0.0138888888889,True,PASS,
Pentax K-5,FL11,3,8.67198964636,0.746441557202 0.296626094021 0.0341912759011 0.219079396533 0.855008363074 -0.162131955508 0.0416045897497 -0.153781248227 0.7668895115,0.491299994294,1.54534542069,0.593637598,1.71148874311,0.0138888888889,0.0138888888889,True,PASS,
Pentax Q,FL11,3,10.8415032081,0.673155771071 0.140935279196 -0.0108625370138 0.258554948095 1.00866305741 -0.321580687392 0.0734161094511 -0.153621865363 0.974167527558,0.54417473486,1.47020028137,0.658177227607,1.61963462257,0.0138888888889,0.0138888888889,True,PASS,
Point Grey Grasshopper 50S5C,FL11,3,9.86103632991,0.500734673185 0.0317506829728 0.120946464057 0.439889889475 1.02395652143 -0.431666704712 0.0589979716687 -0.0559828832615 0.941705029488,2.51796226769,5.47936258496,2.97627385057,6.21377153397,0.0277777777778,0.0277777777778,True,PASS,
Point Grey Grasshopper2 14S5C,FL11,3,7.36719454928,0.642570333039 0.258358044031 0.0340254959873 0.296358080033 0.818373695509 -0.118849516961 0.0656298904446 -0.07900874131 0.726997406943,1.07665920293,2.86202171154,1.22351870699,3.30638877075,0.0138888888889,0.0138888888889,True,PASS,
Phase One,FL11,3,9.69833335354,0.907511813631 0.413355440266 0.00434026202851 -0.0253804049458 0.676561475089 -0.359228297849 0.129946340732 -0.0905682797975 0.996430059257,0.84735906481,1.81381268531,1.00576955596,2.10145381995,0.0277777777778,0.0277777777778,True,PASS,
SONY NEX-5N,FL11,3,8.69801891384,0.784004806886 0.327284523728 0.032645861674 0.181503836788 0.827544235662 -0.161007166049 0.0440880106221 -0.156500568759 0.771291785383,0.522381245731,1.45423837927,0.614038989502,1.66377026375,0.0138888888889,0.0138888888889,True,PASS,
